company_name,url,job_name,city,salary,experience,company_area,company_size,description
北京盛业恒泰投资有限公司,https://jobs.51job.com/beijing-cyq/104869885.html?s=01&t=0,金融数据分析师,北京,6000-18000,,"金融/投资/证券,专业服务(咨询、人力资源、财会)",500-1000人,"北京盛业恒泰投资有限公司，注册资金1000万人民币，是一家一站式金融服务的大型企业，旗下有在全国12个省市共拥有50多加盟商自成立以来，已经在金融领域树立了良好的口碑。在过去短短的两年时间里，获得了2017年度中国金融行业十大诚信品牌企业，中国目前对外经济迅速发展要求外汇市场加快发展。我国外贸依存度已达60%，外商直接投资位据全球前列，中国市场更加开放，越来越多的企业涉足国际业务，客观上需要中国的金融机构为企业公司客户提供包括风险控制、外汇理财等在内的一系列金融服务，市场需求的不断扩大为银行间市场的发展和金融产品的发展提供了契机。外汇市场是目前世界上***的金融市场。全球每天仅外汇交易量就已触及4万亿美元,而黄金的交易量每日高达20万亿美元。亚洲外汇市场更是发展迅猛，交易量急剧飙升。根据调查数据，2013年4月份东京的日均交易量为4012亿美元，这就使得这一亚洲***交易中心仅仅排在全球的金融巨头伦敦和纽约之后。分析师认为，金融危机带来的投资多元化需求，是外汇市场规模不断增长的重要原因。由此可见，外汇市场将是未来金融市场里最为热门的话题。外汇分析师作为金融行业中的热门职业，已经被越来越多的业内[联系人已脱敏]。随着公司规模的不断扩大，为广大求职者提供更多的就业机会，现[联系人已脱敏]投资分析师，金融外汇数据分析师任职要求：1、年龄：20-55岁，五官端正，性格开朗，善于沟通，2、本科以上学历、专业不限、经验不限，免费提供0基础岗前培训3、有经验者、金融相关专业者、有金融从业相关证件者优先录取4、退伍军人和应届毕业生优先录取、免费提供0基础岗前培训5、热爱金融行业，有励志于长期发展这个行业的意愿6、接受免费统一的专业学习培训和模拟训练；7、认同公司的发展理念，愿意与公司共同发展，具有很强的工作责任心和团队合作精神。8、需要具备良好的分析判断能力，对全球外汇，大宗商品，股票市场的运转有较深刻的认知和准确判断的能力，能独立完成相关领域的分析评论。9、可接受公司安排的因公出差，出国深造岗位职责：1、搜集相关的外汇市场咨询，完善外汇品种资料库2、研究外汇市场相关制度，分析外汇市场相关制度3、完成外汇演讲讲座，定期为需求者讲解外汇市场最近趋势，以及对需求者进行交易指导4、对基本面、技术面进行分析研究，给出行情走势分析和判断，撰写研究报告上交公司，供相关部门参考和使用，薪资待遇：1、底薪6-18K五险一金朝九晚五六日双休绩效奖金年终奖金2、每年不定期多次带薪休假，每月享有带薪病假，休息时也会有工资拿；3、弹性的工作时间，让你工作自由安排；4、公司每年组织员工境外或境内旅游5、专属每位员工的生日派对、礼物、和小伙伴们最真挚的祝福当今社会不再是只看学历的年代只要你有一颗积极向上的心有着对本行业求职的欲望有足够的执行能力和领悟能力有走向成功的自信心有诚恳认真的态度本公司欢迎你的到来有意向者可直接投递简历[联系人已脱敏]会***时间联系您[联系人已脱敏]：王经理[联系人已脱敏]：[电话已脱敏][联系人已脱敏]：[地址已脱敏]联系人已脱敏]：盛业恒泰[联系人已脱敏]：[交通路线已脱敏]"
第一象限市场咨询（北京）有限公司,https://jobs.51job.com/beijing/122888080.html?s=01&t=0,数据分析师,北京,5000-8000,1年经验,"专业服务(咨询、人力资源、财会),互联网/电子商务",少于50人,工作职责：1、协同团队完成客户委托的市场研究项目，包括项目的设计、执行、分析、报告撰写和汇报等；2、配合销售人员的客户、项目开发，撰写项目建议书；3、完成领导交办的其他任务。职位要求：1、全日制统计学、数学、心理学、社会学、传播学、经济学等专业本科以上学历，两年以上（含两年）相关工作经验；2、熟练使用SPSS/SAS/STATA/R/S-PLUS等相关统计软件及OFFICE软件（word/excel/ppt等）；3、熟悉互联网和移动互联网行业者优先；4、从事过证券、投行、基金等相关工作者优先；5、使用过数据挖掘技术者优先；5、英语四级以上水平，良好的英语听说读写能力；6、学习能力强，肯吃苦，勤钻研，有较强的工作责任心，团队协作及奉献精神有意者请将简历发送至[邮箱已脱敏]职能类别：咨询员数据分析师关键字：数据数据分析师[联系方式已脱敏]
北京超思电子技术有限责任公司,https://jobs.51job.com/beijing/123358754.html?s=01&t=0,市场数据分析专员,北京,7000-10000,1年经验,"电子技术/半导体/集成电路,医疗设备/器械",500-1000人,岗位职责：1、业务数据分析l编写月度、季度、年度业务数据分析报告，开展各类与业务销售数据分析工作，包含各业务区域数据分析；l根据公司战略，通过多种数据角度对核心业务模块进行深度分析，完成核心业务专题分析，输出核心业务报告；2、商业机会分析研究l收集市场信息及政策法规，提供产品相关调研及分析报告；l参与组织开展行业研究，把握行业动态，并撰写研究报告；l参与组织竞争对手调研，追踪分析国内外优秀竞争对手市场及业务模式；l研究集团内外部资源，分析商业机会实施的可行性；3、市场数据分析l对市场推广提供数据支持，包含产品、市场维度，输出调研分析报告；l对精准定义的产品和市场区域，推广效果及产品维度的分析，输出分析报告4、领导交办的其他事宜任职要求：1.具备1-3年数据统计分析等相关经验，具备公司商业分析、数据分析、BI分析等能力，熟练使用excel、PPT等工具；2.掌握战略管理和市场研究的基本方法；英语能力良好，本科及以上学历，统计学、数学、经济管理学相关专业，MBA优先职能类别：市场分析/调研人员关键字：数据分析市场[联系方式已脱敏]
北京麦优尚品科贸有限公司,https://jobs.51job.com/beijing-cyq/79448137.html?s=01&t=0,数据分析员,北京,8000-10000,1年经验,"快速消费品(食品、饮料、化妆品),互联网/电子商务",50-150人,1、根据运营[联系人已脱敏]，实施具体数据分析工作。2、负责数据的审核工作，确保数据的准确性。3、总结数据分析方法，进行分析案例的积累。4、负责数据分析报告的制作、改进、研究工作，为店铺运营策划提供数据分析支持。任职资格：1、熟练使用Excel的中高级函数操作。2、熟练使用MYSQL、SQL等数据库软件。3、有1年以上工作经验。4、具备商品管理、库存管理经验。5、具有较强的数据分析能力和项目执行力，能够根据运营[联系人已脱敏]配，保质保量的完成任务。[地址已脱敏]职能类别：数据库工程师(DBA)[联系方式已脱敏]
北京磐程科技有限公司,https://jobs.51job.com/beijing-cyq/123321410.html?s=01&t=0,金融数据分析师,北京,8000-10000,1年经验,金融/投资/证券,50-150人,"1.人品端正，有责任心，愿与公司一同成长进步；2.以金融行业为最后的事业并为之奋斗一生;3.并认同公司的经营与管理模式；4.有较好的学习与接收新事物的能力；5.执行力，自制力强，纪律性强;6.金融专业毕业优先，有过相关金融工作经验优先；二薪资待遇：1、初级：底薪+30%提成(公司提供10~20万资金);月均10000以上中级：底薪+40%提成(公司提供25~40万资金);月均30000以上高级：底薪+50%提成(公司提供100万以上资金);月均50000以上2、周末双休朝九晚六三岗位职责：初级：熟悉金融市场各交易品种;能根据公司指令来完成交易操作,能够独立操作公司资金,实现盈利;中级：初级的基础上,能精通各交易品种,自己能够独立分析市场,同时实现稳定盈利,为公司创造利润；高级:中级的基础上,精通各交易品种,做出市场相应的分析策略,并能指导团队进得交易,为公司创造高额利益职能类别：证券分析师证券/期货/外汇经纪人[联系方式已脱敏]"
宁夏丝路通网络科技有限公司北京分公司,https://jobs.51job.com/beijing/122957766.html?s=01&t=0,高级数据分析师,北京,12000-17000,5-7年经验,"互联网/电子商务,计算机软件",50-150人,岗位职责：1.负责公司客户数据的运营与管理，通过数据分析结果为业务决策、业务规划、平台优化及资源整合提供依据与支持；2.基于现有客服中心、直销门店业务需求，辅助建立公司整体数据化运营和管理架构，协助高层建立公司数据管理体系，并监督落地执行；3.根据数据分析需求，制定线上线下数据搜集、处理、分析方案，并负责落地执行；4.建立客户分析体系，包括客户画像、客户需求、客户行为、流失分析等，为产品销售、产品策划、营销宣传提供建议和依据；5.研究公司运营数据和客户反馈，挖掘客户需求，发现运营问题，并提出解决方案；6.构建全面、准确、能反映业务特征的监控指标体系，并基于业务指标体系，及时发现与定位问题；7.与内部及外部相关团队协作，推动业务部门的数据化运营、技术产品开发、工具培训等。任职要求：1.本科以上学历，计算机相关专业，5年以上业务数据分析经验，熟练使用Office、SQL、SPSS等分析软件；2.熟悉线上电商相关知识，熟悉线上业务运营数据采集、分类、分析等数据处理技能；3.有程序开发及管理经验者优先，熟悉主流数据库标准sql操作，有bi经验者优先；4.有线下客服中心体系数据整理的经验者优先5.有较强的数据分析能力、良好的逻辑思维能力及数字敏感度；6.主动性高，并有良好的抗压能力和责任心。职能类别：数[联系人已脱敏]/[联系人已脱敏]：数据处理数据挖掘sql客服中心[联系方式已脱敏]
上海中汇亿达金融信息技术有限公司,https://jobs.51job.com/beijing-xcq/68795790.html?s=01&t=0,数据分析维护师（北京）,北京,7500-10000,,"金融/投资/证券,计算机软件",150-500人,职位内容：1.关注银行理财业务市场及创新产品，参与理财业务管理系统实施；2.驻点银行，协助银行录入理财产品交易信息，负责理财产品信息录入的正确性及审核工作；3.现场解答客户关于理财前中后台系统使用中遇到的问题；4.搜集客户使用系统中的反馈并协助项目[联系人已脱敏]。职位要求：1.本科毕业，金融、经济、财会等相关专业，工作经验不限；2.了解银行理财业务运作流程，对数字具有敏感度；3.具备较强的数据处理能力，擅长Excel使用；4.学习能力强，能够在短时间适应高强度工作；5.工作细致、耐心、有责任心；6.积极上进，具有团队合作精神。工作地点：北京我们提供：1.具有竞争力的薪酬与福利体系；2.国内领先的交易系统和相关金融信息产品研发环境和发展平台；3.良好的的工作和学习氛围，人性化、宽松的办公环境；4.深度接触各银行及相关金融系统，深入大型实施项目；5.与高端项目[联系人已脱敏]家交流的机会，参与课题研究；6.良好的培训机会，培训宏观经济，外汇交易、本币市场、货币市场、银行资金业务、理财产品等领域的培训课程；职能类别：财务分析员审计专员/助理关键字：银行金融会计统计数据信息数学分析计算数据维护[联系方式已脱敏]
北京博锐鑫诚科技有限公司,https://jobs.51job.com/beijing-cyq/123358978.html?s=01&t=0,CBD五险一金弹性工作国际数据分析,北京,15000-20000,1年经验,"互联网/电子商务,教育/培训/院校",50-150人,"博锐鑫诚科技有限公，[地址已脱敏]，主营业务：培训咨询；基础软件服务；EA智能化产品研发；MAM量化项目；资金管理。博锐有专业的技术团队零基础的免费培训,封闭式的EA人才基地，成熟的系统与理论,高于同行的福利待遇,公平的晋升通道,灵活的工作时间。以下内容绝对属实！进入到博锐：***就是学习知识，第二求发展，第三赚钱。我们只需要静心去学习，我们的人才正走在大趋势的最前沿，有发展，有钱赚！岗位职责：1、学习有关技术分析、基本面分析、基本实操技巧；2、对市场行情有自己的分析方式，独到见解；3、关注市场行情，制定自己个人计划；4、对公司账户高度负责，严格执行安全控制，并定期整理数据，向上级领导汇报；；5、完成公司的绩效考核；注：无需外出寻找客户。任职要求：1、有很强的执行力，自制力强；日常生活有规律、有计划；2、有较强的学习能力，新知识的接受能力；3、抗压能力，耐心细致，有责任心，具有保密意识；晋升空间：初级管理人--中级管理人--高级管理人公司本着积极进取，公平竞争，共享成长原则，所有的管理者从内部晋升。福利待遇：1、带薪年假，弹性工作；2、享有国家规定法定假日及年假、婚假、产育假等假期制度；3、养老保险、医疗保险、生育保险、工伤保险、失业保险；4、专属每位员工的生日派对、礼物、和小伙伴们最真挚的祝福；5、员工聚餐、节日晚会、旅游活动、优秀员工表彰活动等；不怕从零开始，就怕从未开始！一个好的导师是不愁赚不到钱的！！！成功没有捷径——只要努力，这个行业就是最快的创富途径！不用辛苦天天挤地铁——只要有网络就是可以在国际市场，创造奇迹！收入不封顶！没有经验没关系！！——公司提供正规统一的免费培训。拥有一技之长，我们可以让自己活的有价值，可以实现财富自由！[联系人已脱敏]：李[联系人已脱敏]：[地址已脱敏]职能类别：销售代表客服[联系人已脱敏]：金融销售弹性工作国际货币分析投资呼家楼白领免费培训资金管理高提成[联系方式已脱敏]"
安利（中国）日用品有限公司,https://jobs.51job.com/beijing-cyq/123335595.html?s=01&t=0,Associate Data Analyst  (高级)数据分析师,北京,13000-23000,1年经验,快速消费品(食品、饮料、化妆品),5000-10000人,1.使用特定的分析方法和工具如AdobeAnalytics和Heap，对营销伙伴和顾客的线上行为进行分析，对购买行为进行漏斗分析，并根据分析结果提出意见与建议2.与业务部门如DigitalMarketing和IT紧密合作，为线上的数字化业务和市场营销活动订立业务指标3.与安利总部紧密合作，共同推进总部数据项目的落地和执行4.与安利其他市场密切交流合作，输出***中国经验5.时刻关注数字化行业的最新发展趋势职位要求：1.本科以上学历，计算机科学、数据科学、信息技术、统计学、数学、市场营销学等相关专业；2.有社交电商行业或数字化媒体行业工作经验优先；3.扎实的数据处理及分析技术4.有使用SQL、AdobeAnalytics、Tableau、Heap及数据标签经验优先5.良好的沟通能力，流利的英语听说读写能力职能类别：数据分析师[联系方式已脱敏]
北京中源合聚生物科技有限公司,https://jobs.51job.com/beijing-cyq/113207687.html?s=01&t=0,办公室专员（数据分析员）,北京,8333-12500,5-7年经验,"贸易/进出口,制药/生物工程",150-500人,工作职责：1、在办公室主任的领导下，做好办公室日常事务、项目类工作；2、负责实施和维护公司项目管理流程，并参与公司项目管理体系、相关流程制度的改进与完善；3、参与项目的立项、实施、结项等过程管理，及时核实并更新各项目进展状态及重点指标完成情况，定期提供项目统计报表，汇报项目情况等；4、针对监控的各项数据，整理成EXCEL表格或者word形式，并发送给相关领导5、可运用多种办公软件进行数据分析以及综合处理，整理成简单明了的数据报表提供领导进行有效分析，运行控制；提高数据统计工做的整体业务水准和工做效率。6、遵守工作时间，及时在领导安排的时间内完成相应工做任职要求：1、本科及以上学历，数学、统计学、理工科类等专业背景，2、对数字、数据敏感，具备良好的逻辑思维能力，能够从海量数据汇总发现有价值的规律；3、优秀的分析问题和解决问题的能力，具有较好团队意识；4、熟练运用Excel等office软件；5.勤奋踏实、工作积极主动、有责任心，能够在压力下工作。思维条理清晰，学习能力强，具有很强的团队协作能力和沟通能力。职能类别：[联系人已脱敏]/总[联系人已脱敏]助理/秘书[联系方式已脱敏]
北京同仁堂健康药业股份有限公司,https://jobs.51job.com/beijing-dxq/118801565.html?s=01&t=0,数据分析（2020届毕业生）,北京,5000-7000,,"制药/生物工程,快速消费品(食品、饮料、化妆品)",5000-10000人,【岗位职责】1、负责公司会员及营销数据工作，确保会员和营销数据准确统一；2、日常数据监控及数据预警，各渠道经营数据追踪；3、编制日报，月报，定期发送数据分析报表；4、对各项平台运营指标进行统计、分析、解读；5、对公司各部门的数据统计分析工作给与支持配合；6、完成上级领导安排的各项临时工作，妥善处理工作上出现的临时问题。【任职要求】1、乐于沟通，能够吃苦耐劳。2、具有良好的团队合作精神，责任心强。3、乐于学习，能适应快节奏工作。4、诚实可靠、品行端正、积极乐观、吃苦耐劳，充满激情和闯劲。【其他要求】实习期间：每周固定提供3-4天工作，签订实习协议。实习津贴为日薪制。毕业后：实习表现优异可正是聘用，签订正式劳动合同。月薪制，五险一金齐全。职能类别：其他关键字：数据分析[联系方式已脱敏]
华壹信融投资管理（北京）有限责任公司,https://jobs.51job.com/beijing-cyq/121087781.html?s=01&t=0,金融数据分析师,北京,10000-15000,无需经验,"金融/投资/证券,多元化业务集团公司",50-150人,职位描述：1、对于不同投资品种、不同投资风格进行分类风险管理，确保所有运作资产在可控风险范围内，进行动态风险管理；2、按照部门[联系人已脱敏]行技术和基本面的分析，进行数据的搜集和整理；3、对基本面、技术面进行分析研究，给出行情走势分析和判断，撰写研究报告上交公司，供相关部门参考和使用；4、遵守公司的各项管理制度，承办领导交办的其他工作。任职要求：1、金融专业优先，有经验者优先；2、有较强的数据分析能力，自制力强；3、耐心细致，具有保密意识。职能类别：期货分析师证券分析师关键字：朝九晚五双休不加班无销售[联系方式已脱敏]
财新联合汽车租赁（北京）有限公司,https://jobs.51job.com/beijing-cyq/121248833.html?s=01&t=0,数据分析,北京,5000-7000,2年经验,"租赁服务,汽车",150-500人,岗位职责：1.收集，统计车辆运营期间相关数据，定期出具分析报告2.了解车辆运营期间各工作流程，完成需求分析，协助产品[联系人已脱敏]开发3.协助完成临时数据分析需求（需熟练掌握excel）任职要求：1.有1年以上数据清洗或成本控制类工作经验2.了解产品开发流程，能完成需求分析3.熟练使用excel表格，熟练使用Sumifs、Conuntifs、if、Vlookup等日常汇总统计函数。职能类别：数据分析师关键字：Excel、函数[联系方式已脱敏]
中采智联信息科技（北京）有限责任公司,https://jobs.51job.com/beijing/92256008.html?s=01&t=0,数据分析师,北京,8000-15000,3-4年经验,"专业服务(咨询、人力资源、财会),金融/投资/证券",少于50人,统计师（数据分析师）任职要求：1.学习能力、理解能力强，口才好；2.正规院校统计、金融专业本科以上学历、30岁以上；3.数据处理分析能力强，EXCEL、spss等应用软件极其熟练；4.能制作完整的数据分析报告；5.敬业、富创新及团队精神。职能类别：金融/经济研究员其他关键字：数据分析数学建模挖掘[联系方式已脱敏]
北京三和晨光物业管理有限公司,https://jobs.51job.com/beijing-ftq/119415529.html?s=01&t=0,人力资源数据分析专员,北京,8000-10000,1年经验,物业管理/商业中心,1000-5000人,岗位职责:1、深入分析公司现有系统的人力数据和业务数据平台，搭建公司人力资源数据报告体系和可视化数据分析平台；2、结合公司业务，通过梳理并优化现有数据分析的内容、流程和机制，深度挖掘数据价值，提供人力资源数据策略支持；3、借助数据分析，能综合使用各类统计分析方法多角度分析组织及人力资本效能发现人力资源管理问题，提出改进意见，探索和研究提高人力ROI的方法，为公司人才规划和发展提供建议；4、对人力资源或行业有深入了解。完成行业、竞争对手等进行[联系人已脱敏]整合和研究分析，输出人力资源分析报告，为管理层决策提供支持，并在业务扩张过程中持续提供支持。任职资格:1、本科及以上学历，统计学、经济学、信息管理系统，计算机相关专业优先；2、1年以上数据工作经验，企业数据分析或咨询公司背景，有搭建人力资源数据分析系统经验优先；3、结构化思维、敏锐的数据洞察力；4、具备良好的沟通协调能力、学习能力，自我驱动，良好的职业道德；5、具备专业的数据处理和分析能力，精通数据分析工具，能够熟练使用PPT、Excel等工具。职能类别：业务分析专员/助理市场分析/调研人员关键字：人力数据统计分析[联系方式已脱敏]
瑞庭网络技术（上海）有限公司北京分公司,https://jobs.51job.com/beijing-hdq/122061941.html?s=01&t=0,数据分析师（房地产评估）,北京,10000-20000,无需经验,"互联网/电子商务,广告",10000人以上,【岗位职责】1.参与完善城市住宅小区价格数据监控、采集和运营工作，并输出专业研究报告；2.负责多城市的房产基础数据类项目，负责各类数据的采集，包括项目实地线下数据采集并编制报表；3.负责多城市的房产数据质量审核及运营；4.通过对外横向沟通和协调，解决数据应用问题；5.参与集团房产数据库的运营分析，能够通过数据分析工具输出分析报告；【任职要求】1.本科以上学历，房地产相关专业、应用数据、统计学、经济类、金融类、信息管理类专业毕业者优先；2.有房产估价经验，熟悉房产业务者优先。3.对房产数据发展、数据分析挖掘、市场研究、数据商业化应用有较好的发展意向；4.有较强的沟通能力，反应敏捷，思路活跃，逻辑清晰，快速学习，善于表达，承担一定的工作压力。职能类别：房地产评估[联系方式已脱敏]
贝克休斯（中国）油田技术服务有限公司,https://jobs.51job.com/beijing/115006465.html?s=01&t=0,数据分析 Data analyst,北京,8000-10000,,"石油/化工/矿产/地质,仪器仪表/工业自动化",1000-5000人,"RoleSummary/PurposeTheDataAnalystisavitalmemberoftheBHGEteam,asthisroleisresponsiblefortheproductionofpipelineinspectionreportsdeliveredtoclientsacrosstheglobe.Deliveringhighquality,accuratetechnicalreportsbasedonthoroughanalysisisthecornerstoneofPII'sbusinessandisintegralinensuringthesafeoperatingofoilandgaspipelinesaroundtheworld.EssentialResponsibilitiesSix-MonthstoOneYearPostHire:·Achievementofindustrycertificationsallowingforfullscaledataanalysis·Flawlessexecutionandon-timedeliveryofdataanalysis·Knowledgeofdatapreparationandprocessing·Pipe-bookproduction,fittinganddefectidentification,fittinganddefectclassification,andAGMassessmentandinclusion·Integrationofanysupplementarydata·ApplicationofclientprofilestoorganizeandreportInLineInspectionresults·Identifiesqualityorproductivityissuesandpotentialsolutions·ReporttovariouslevelsofmanagementonprojectmilestonesOnetoTwoYearsPostHire:·Datapreparation,processing,assessment,andconfirmationofacceptabledata·Interpretationandquantificationofsignaldata·Detaileddefectsizingassessment·Training,coachingandmentoringneweranalysts·Ensuringtheconsistencyofworkforotheranalysts,whenactingastheLeadAnalystonaspecificreport·Preandpostreportclientsupport;includinginvolvementinClientPresentations·Identifiesqualityorproductivityissuesandpotentialsolutions·Effectiveutilizationofresourcestomeetreportingtimescalesandbudgets·Provisionofpreandpost-salessupportserviceforreportinginformation·PreliminaryandFinalreportproduction·Qualitycheckofpipelinelistingandreportcontent·ReporttovariouslevelsofmanagementonprojectmilestonesExamplesofKeyDeliverablesandPerformanceIndicators:·On-timedeliveryofreports·ReportFirstTimeYield(%oftimethefirstreportisthefinalreport)·Proceduralcompliance·Reportcycletime/hoursperkmCompetencies·EffectiveProblemSolver·DetailandProcessOrientedwithdeepcommitmenttoquality·Abilitytopersevereduringperiodsofhighworkvolume·Drivesforresultsandensuresdeliverablesaremet·ComposedwiththeabilitytoworkwellwithotherstomeetdeadlinesinafastpacedworkenvironmentQualifications/Requirements·BasicEducatedtohighschoollevelwithscienceand/ormathematicscontent·Detailed,analytical,processorientatedapproach·Abilitytodriveissuestoarobustclosureinatimelymanner·Excellentinterpersonal,communicationandfacilitationskills·Stronganalytical/experimental/statisticalskills职能类别：其他[联系方式已脱敏]"
北京贝瑞和康生物技术有限公司,https://jobs.51job.com/beijing-cyq/121105670.html?s=01&t=0,医学数据分析员3578 (职位编号：003578),北京,7000-12000,1年经验,"制药/生物工程,医疗设备/器械",1000-5000人,岗位职责:d1.相关项目数据的遗传分析、审核、监管和维护等；2.分析整理受检者的临床表型及诊断需求的资料，撰写规范的解读报告；3.项目有关的数据收集、整理及解读数据库的数据完善；4.参与相关产品的优化和研发；任职资格:1.分子生物学、遗传学、医学等相关专业本科及以上学历；2.遗传学知识背景或基因检测相关的理论和技术；3.CET-4及以上，优秀英文文献或数据库检索和阅读能力；4.较强的逻辑思维能力和学习能力；5.具有临床资质、基因检测数据分析解读经验者优先。职能类别：生物工程/生物制药[联系方式已脱敏]
北京友聚四海网络科技有限公司,https://jobs.51job.com/beijing-cyq/115004145.html?s=01&t=0,数据分析师,北京,20000-25000,2年经验,"互联网/电子商务,计算机软件",1000-5000人,职位描述：工作职责:1.根据业务策略需求确定算法模型，从底层数据库提取所需数据，结合业务场景完成模型搭建与结果输出；2.与策略相关部门沟通协作，汇总各方建议完成模型调整；3.持续跟进模型策略的执行情况，设计模型测试方案；4.复盘策略效果。任职资格:1.具备2年以上互联网数据分析或商业分析经验；2.有较强的学习意愿与能力，具备较强的沟通能力与跨部门合作的经验；3.精通mysql、hive数据库，熟练使用EXCEL等工具；4.了解聚类、决策树、关联规则、回归等算法理论知识，熟练掌握R、SPSS等统计软件，有工作中运用算法解决实际问题的成功案例。职能类别：数据库工程师(DBA)市场分析/调研人员[联系方式已脱敏]
北京欧美利华科技有限公司,https://jobs.51job.com/beijing-dxq/113251857.html?s=01&t=0,数据分析师,北京,8000-20000,3-4年经验,仪器仪表/工业自动化,少于50人,岗位职责：1、专项业务的分析与预测，以及业务模型的应用和维护；2、合理科学的应用算法对数据及业务（数据特征，数据结构分析，业务分析）进行多维度分析；3、算法建模、并验证算法的可行性、可靠性、给出量化的评估指标；4、进行数据抽取、数据清洗、数据探索、数据建模分析等工作；5、辅助开发人员完成算法落地和解决相关问题；6、根据业务需求，分析并给出可靠的算法和计算流程及存在的优缺点；技能：1、统计、数学、计算机等相关专业毕业，5年工作经验以上；2、扎实的数理统计理论知识，如描述性统计，推断性统计，多元统计分析等。熟悉各类数学算法，从数据中发现现有系统和算法的不足，提出改进的算法并推动实现；3、有统计学数学知识，海量数据处理、数据分析和挖掘项目经验优先；4、熟悉主流数据分析方法以及SQL，SAS等常用统计软件；5、熟悉常见的概率统计、数据挖掘、机器学习算法，包括回归、决策树、SVM、朴素贝叶斯、神经网络、k-means等常用算法的适用场景、优点、缺点以及弥补办法；6、数据采集、数据清洗、特征选择、用户画像建立、算法选择、模型建立、模型调参、多模型融合等；能使用tableau等bi工具；7、具备优秀的分析、归纳、概括、逻辑思维、数理分析和学习等方面的能力；8、具有时序数据分析能力者优先；9、良好的数据敏感度和逻辑分析能力，善于用简单语言表述复杂结论；职能类别：数据库工程师(DBA)算法工程师[联系方式已脱敏]
北京埃顿酒店服务有限公司第二分公司,https://jobs.51job.com/beijing-cyq/119246451.html?s=01&t=0,数据分析管（英文好）,北京,8000-10000,3-4年经验,"物业管理/商业中心,餐饮业",500-1000人,戴姆勒要求的工作时间提供上门服务。（朝九晚六）检查，监视和分析大中华地区的情况（威胁，风险，事件……）并提供报告。保持状态更新，并及时与德国的戴姆勒安全中心报告。检查旅客状态，并根据情况发送提醒或警报信息。分析当地情况，提供有关安全措施或提醒的预测服务。并按位置发送戴姆勒业务部门的影响分析，并发送提醒或警报信息。安全运营数据分析（不仅针对戴姆勒拥有，还可以参考其他资源中的良好做法），并提供每周或每月报告以及原因分析和行动计划，以改善安全服务。为内部案例研究服务提供安全摄像机和访问日志检查支持。并提供原因分析和病例报告。工作工具：MicrosoftOffice（Word，Excel，Outlook，PPT等），LenelOnguard软件，SOCC平台软件，戴姆勒TravelTracker…戴姆勒或任何相关管理层指定的临时安全任务；职位要求工作时间：一个工作日的9：00-18：00。教育：本科以上学历经验：超过5年的安全服务经验，有相关工作经验者优先;关键工作技能：熟悉安全服务或相关流程；熟悉安全领域的相关来源。擅长数据挖掘和分析。流利的英语读写能力，具有PC操作经验，例如MicrosoftOffice（Word，Excel，Outlook，PPT等）良好的人际交往能力和与相关部分的沟通能力。合作和团队合作的工作风格能够在压力下工作，响应迅速且可靠。其他：非犯罪记录需要预先沟通职能类别：行政专员/助理文员关键字：英文好[联系方式已脱敏]
重庆灵狐科技股份有限公司,https://jobs.51job.com/beijing-xcq/122986681.html?s=01&t=0,初试数据分析师,北京,4000-6000,,计算机软件,150-500人,初级数据分析师JD一、岗位职责：1.数据公司业务模式，收集整理数据，负责部门日常业务数据调研、提取、分析、撰写报告；2.针对多种数据源的进行诊断性组合分析、挖掘，形成评估与提升建议；3.满足客户方其他数据分析挖掘需求；4.参与客户调研，定期提供行业报告；5.负责领导交办的其他工作。二、任职要求1.统计学或数学等相关专业本科/硕士；2.有良好的逻辑分析能力、语言沟通能力和文字表达能力；3.熟练使用word、excel、ppt等办公常用软件；4.对数据具有较强的敏锐度，能根据实际需求对数据进行系统分析，热爱数据分析工作；5.具有简单的方案撰写、报告撰写能力；6.强烈责任心，工作细致耐心，擅于协作和学习，具有良好的团队合作精神；专业技能要求：1、掌握常用的EXCEL函数使用技能；2、了解至少一种常用的统计学软件，如SAS、SPSS、Clemtine、R等；3、具备规范撰写数据分析报告能力；4、了解Oracle、SQL、DB2等至少一种数据库基础知识。职能类别：数据分析师[联系方式已脱敏]
新瑞鹏宠物医疗集团有限公司,https://jobs.51job.com/beijing-cyq/121283073.html?s=01&t=0,数据分析主管/专员,北京,8000-13000,3-4年经验,"生活服务,医疗/护理/卫生",10000人以上,1、联系各医院、技术团队、财务部，获取运营相关基础数据并梳理；2、结合制度与流程为各医院及管理部门设计与经营管理相关的分析报表，经营测算模型；3、针对各医院及管理部门的业绩指标进行对应数据统计，并给出月度、季度、年度跟进报告；4、通过各医院以及管理部门的日常行为数据、活动投入数据、市场占有数据、指标数据、协议数据、营销数据进行分析，提出改进方向与市场机会点；5、收集各医院及管理部门对制度、流程与标准的反馈意见，结合实际情况给出修改优化建议；6、管理支持团队，确保基础数据的真实、有效；7、完成其他各项分析报告。任职资格：1、统招本科学历及以上；2、要求3年以上相关数据分析工作经验，对数据敏感；3、熟练掌握SQL系统，熟悉MSOffice等办公软件；4、具有敏感的数据分析能力，能够深入挖掘数据背后的根本问题；5、具备团队管理经验，沟通能力强，能够独当一面。职能类别：业[联系人已脱敏]/[联系人已脱敏]关键字：数据分析运营分析业务分析[联系方式已脱敏]
